@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Negative,Neutral,Positive}

@DATA
0.059193,0.053595,2.940439,0.114443,0.159447,0.253963,0.017992,0.060089,-30.482167,2.315621,0.089843,-0.370341,-0.089284,-0.091527,0.061825,-0.046714,-0.001018,0.004183,-0.026556,0.031490,-0.085383,0.026305,0.005316,0.022759,0.008447,0.034169,0.012463,0.028549,0.005616,0.006149,0.015739,0.020103,0.009087,0.023874,0.062707,0.072758,0.473756,0.045573,0.034152,0.345104,0.013946,0.075726,4.745852,1.218285,0.796771,0.615801,0.505672,0.336731,0.306062,0.295873,0.337231,0.244395,0.295665,0.349098,0.261842,0.036130,0.007924,0.023526,0.008468,0.031547,0.023028,0.029377,0.008204,0.009512,0.018371,0.031837,0.016055,0.014688,Positive
0.041725,0.081610,3.032503,0.099284,0.153410,0.198825,0.015970,0.051373,-29.744283,2.704857,-0.218821,-0.350365,-0.082123,0.047130,0.069396,-0.090147,-0.144792,-0.109897,-0.233482,0.006634,0.002670,0.016071,0.008054,0.028556,0.029399,0.038952,0.016828,0.020480,0.003597,0.004805,0.016646,0.016972,0.004264,0.022849,0.037496,0.097562,0.311083,0.035160,0.029905,0.227884,0.009328,0.052058,4.056242,0.707112,0.698869,0.396713,0.430379,0.343472,0.305923,0.323408,0.299088,0.308994,0.280359,0.310360,0.242825,0.017162,0.011830,0.024711,0.021989,0.025102,0.029619,0.016942,0.008152,0.005006,0.022270,0.018027,0.004811,0.008661,Positive
0.035935,0.077703,2.945871,0.096640,0.152820,0.157793,0.015905,0.044487,-30.467215,2.851365,-0.512197,-0.373220,0.179994,0.045471,-0.005495,-0.125033,-0.160778,-0.167994,-0.115879,-0.057537,-0.115365,0.016139,0.006112,0.019227,0.015945,0.067020,0.017888,0.014181,0.004506,0.005717,0.008254,0.009971,0.004544,0.027024,0.037269,0.119706,0.411684,0.034898,0.032519,0.249896,0.012204,0.054357,4.046347,0.826430,0.652269,0.434352,0.540847,0.292008,0.264282,0.334534,0.300646,0.293705,0.301800,0.281838,0.284156,0.026819,0.010848,0.017718,0.018977,0.032510,0.036302,0.013256,0.011663,0.009875,0.008105,0.009224,0.004652,0.011568,Positive
0.044315,0.056565,2.801277,0.101743,0.145225,0.229992,0.024577,0.052753,-27.235886,2.760961,-0.320819,-0.479169,-0.150059,-0.152262,-0.032273,-0.097405,-0.009286,-0.059591,-0.195675,0.054235,-0.087884,0.021743,0.008405,0.014611,0.011808,0.050217,0.018067,0.019573,0.002852,0.008435,0.014942,0.012320,0.011422,0.025901,0.046618,0.080187,0.551486,0.046843,0.042021,0.356429,0.030729,0.068542,4.427237,1.055483,0.752777,0.429644,0.458445,0.372857,0.351677,0.352902,0.374578,0.320538,0.270562,0.300108,0.324092,0.028461,0.013473,0.018434,0.015468,0.050334,0.024803,0.027088,0.005101,0.012224,0.019740,0.015888,0.019132,0.012607,Positive
0.043761,0.043869,2.727602,0.102367,0.153791,0.253304,0.022679,0.051263,-27.299681,2.726379,0.357658,-0.547334,-0.197498,-0.042870,-0.086010,-0.108445,-0.203335,-0.140576,-0.149401,-0.029639,-0.150992,0.018003,0.005618,0.032112,0.026027,0.041845,0.022143,0.023680,0.006407,0.008595,0.014705,0.013940,0.005899,0.025728,0.041179,0.060676,0.576196,0.040221,0.036946,0.308780,0.014499,0.060577,4.422211,1.085822,0.906873,0.550610,0.452329,0.311564,0.361425,0.324970,0.373885,0.301545,0.349999,0.377330,0.312663,0.025693,0.008650,0.030544,0.028438,0.046531,0.038175,0.023302,0.015696,0.011426,0.018737,0.016114,0.010524,0.012660,Positive
0.059339,0.042200,2.903682,0.114712,0.148717,0.338837,0.017413,0.071940,-30.688846,2.305725,0.063558,-0.225509,0.009680,0.077958,0.014629,-0.078481,-0.023600,-0.038471,-0.194714,0.027333,0.019802,0.012823,0.005995,0.034171,0.017996,0.044966,0.013159,0.024453,0.004827,0.010280,0.010363,0.011477,0.003825,0.024579,0.051770,0.057759,0.420602,0.045278,0.043954,0.395629,0.012754,0.076187,4.480443,1.061494,0.816389,0.640259,0.421811,0.440235,0.407411,0.397926,0.257748,0.321873,0.358468,0.326052,0.344020,0.019662,0.012838,0.035433,0.028252,0.040928,0.019448,0.024153,0.013877,0.014725,0.013623,0.015841,0.005797,0.013094,Positive
0.039102,0.064875,2.846255,0.094649,0.146141,0.228448,0.028803,0.049111,-27.509853,2.872630,0.024025,-0.502287,-0.170611,-0.103091,-0.138809,-0.149067,-0.120466,-0.119086,-0.124966,0.087760,-0.060646,0.017328,0.006330,0.015225,0.013581,0.053767,0.020788,0.020164,0.005974,0.008166,0.014334,0.017462,0.006441,0.029405,0.052935,0.099925,0.516270,0.051444,0.041634,0.379336,0.029276,0.069973,4.760759,1.039794,0.900153,0.662871,0.453823,0.356158,0.410648,0.303191,0.412740,0.324892,0.382879,0.367004,0.298330,0.027266,0.013211,0.026200,0.022743,0.046906,0.036950,0.030616,0.014604,0.018062,0.018423,0.024269,0.009224,0.013952,Positive
0.038706,0.041703,2.768222,0.100845,0.159776,0.171263,0.020365,0.042045,-29.316680,2.957438,0.214346,-0.428578,-0.351519,-0.201303,-0.178500,-0.085991,-0.106702,-0.000948,-0.095632,-0.010801,-0.112048,0.023167,0.006918,0.022069,0.014956,0.057912,0.018418,0.022995,0.002655,0.010607,0.015346,0.014003,0.008478,0.027555,0.042028,0.072598,0.514453,0.036404,0.034535,0.219325,0.013219,0.053486,3.597450,0.616217,0.681377,0.484624,0.335628,0.293655,0.324914,0.286168,0.302033,0.296301,0.319326,0.283310,0.279655,0.031490,0.008699,0.017790,0.019364,0.038393,0.023403,0.022952,0.006564,0.017684,0.015500,0.017091,0.010448,0.010714,Positive
0.033459,0.024537,2.970727,0.086244,0.144224,0.166152,0.026297,0.037051,-29.961810,2.800646,0.010385,-0.245475,-0.252292,0.099225,-0.022208,0.052259,0.138960,-0.008492,-0.024997,0.038724,-0.096277,0.019891,0.008550,0.018186,0.009592,0.071875,0.008473,0.021330,0.001586,0.006798,0.015333,0.017542,0.006655,0.033828,0.044177,0.033282,0.457428,0.039377,0.035611,0.332002,0.024791,0.058024,3.493254,1.001859,0.700506,0.570467,0.420767,0.409154,0.394070,0.378593,0.347500,0.292141,0.306641,0.311120,0.313096,0.026956,0.015139,0.028274,0.014510,0.031920,0.013356,0.037194,0.003484,0.014768,0.021182,0.025074,0.011196,0.010754,Positive
0.017084,0.028300,3.118117,0.080328,0.134713,0.118942,0.028598,0.028414,-30.013953,2.424169,-0.016426,-0.045849,-0.406663,0.282887,0.023414,-0.068323,0.131869,-0.135733,-0.092464,0.047958,-0.093099,0.013166,0.002977,0.014372,0.008636,0.096044,0.006977,0.009874,0.000663,0.004267,0.015428,0.012229,0.002128,0.035834,0.019576,0.033098,0.281448,0.043563,0.033716,0.228388,0.045825,0.039878,3.689923,1.103178,0.707479,0.409593,0.372337,0.454185,0.230286,0.313553,0.269358,0.311844,0.315675,0.302503,0.222689,0.022948,0.003974,0.024573,0.014152,0.041968,0.013685,0.019247,0.000830,0.006851,0.020360,0.015138,0.002738,0.009174,Positive
0.044269,0.022331,2.998760,0.102560,0.158402,0.209057,0.015993,0.058827,-32.626074,2.382739,-0.234083,0.055239,-0.424874,0.340050,0.105179,-0.141808,0.146828,-0.171965,-0.112895,0.188640,-0.067432,0.020302,0.009539,0.029952,0.016344,0.042830,0.008680,0.037040,0.002645,0.004764,0.008462,0.017731,0.007508,0.025405,0.024065,0.025523,0.379680,0.028885,0.028303,0.236547,0.011647,0.047943,4.063455,1.031431,0.608125,0.485257,0.486170,0.459181,0.259136,0.342545,0.359895,0.296138,0.327198,0.318789,0.245161,0.027625,0.015097,0.026314,0.033567,0.040612,0.008873,0.044535,0.004826,0.006441,0.009261,0.016249,0.010157,0.016255,Positive
0.041888,0.022373,3.052378,0.097487,0.153191,0.225200,0.018865,0.057732,-30.448779,2.816596,0.038950,-0.018735,-0.206327,0.184000,0.048289,0.055644,0.178974,-0.068536,-0.104029,0.019632,-0.146953,0.030147,0.008135,0.039181,0.012027,0.024583,0.008676,0.031999,0.002212,0.004298,0.015172,0.028686,0.007622,0.026917,0.035796,0.025939,0.302018,0.033364,0.033356,0.322209,0.015186,0.055230,3.286339,0.874243,0.736173,0.518464,0.398072,0.265190,0.328425,0.323703,0.295275,0.262686,0.355768,0.342257,0.264677,0.037494,0.012145,0.046379,0.019510,0.021177,0.011606,0.034183,0.003168,0.004920,0.015660,0.033762,0.009450,0.015598,Positive
0.050266,0.019280,2.923525,0.100393,0.145411,0.303366,0.019047,0.061806,-31.513786,2.816139,0.421789,-0.181730,-0.388856,0.145777,0.014227,0.207444,0.136279,0.098381,0.021903,0.061134,-0.117271,0.023388,0.008534,0.025104,0.010843,0.032940,0.007614,0.033848,0.003262,0.007588,0.023994,0.021715,0.009244,0.022151,0.049081,0.031704,0.373298,0.042211,0.031584,0.414056,0.015564,0.071783,3.417091,0.937196,0.645585,0.436606,0.389363,0.268948,0.257923,0.279565,0.233848,0.212761,0.259537,0.269450,0.250014,0.033761,0.012563,0.019374,0.008466,0.032421,0.008336,0.028734,0.004457,0.009829,0.022258,0.021014,0.015087,0.011556,Positive
0.015894,0.029769,3.092475,0.071442,0.135935,0.087297,0.038078,0.024138,-30.552342,2.704370,0.114403,-0.220920,-0.192425,0.268785,0.022993,0.049421,-0.047915,-0.042045,-0.112303,-0.001237,-0.067322,0.018010,0.005481,0.020190,0.007098,0.093317,0.010157,0.015636,0.000764,0.004102,0.010522,0.010548,0.004553,0.038390,0.020230,0.032616,0.351615,0.032775,0.033882,0.197273,0.040930,0.039643,3.647293,0.947734,0.787879,0.520927,0.370301,0.330370,0.356377,0.355844,0.290821,0.322007,0.305997,0.341179,0.337168,0.035313,0.013212,0.042605,0.012493,0.044145,0.016155,0.021856,0.001381,0.007907,0.016759,0.017844,0.008599,0.011188,Positive
0.050890,0.030483,2.853353,0.106349,0.151783,0.358403,0.023143,0.071881,-30.505229,2.463556,0.224462,-0.250037,-0.314696,0.225083,-0.019291,0.039101,-0.035501,-0.054863,-0.190783,0.032190,-0.087119,0.018601,0.008918,0.031907,0.016807,0.048271,0.018306,0.024208,0.002130,0.004371,0.011164,0.013862,0.004948,0.027198,0.043592,0.050552,0.568376,0.041222,0.037193,0.460290,0.019111,0.075946,4.785473,1.352598,0.869364,0.533902,0.533486,0.405805,0.384050,0.298429,0.477190,0.341907,0.370094,0.356545,0.326935,0.024825,0.017422,0.035099,0.025252,0.051912,0.036734,0.027707,0.003294,0.005281,0.016233,0.016469,0.009525,0.016261,Positive
0.055736,0.027498,2.997681,0.110827,0.148115,0.377308,0.017624,0.073525,-32.028682,2.310847,0.252382,-0.258042,-0.307703,0.170273,-0.122772,0.064149,-0.068654,-0.069368,-0.105599,0.045924,-0.022761,0.028945,0.006868,0.031082,0.020791,0.037687,0.018535,0.021831,0.002302,0.004219,0.010062,0.015562,0.004702,0.026632,0.044883,0.040021,0.363365,0.038003,0.035345,0.439587,0.016113,0.076824,4.692674,1.145422,0.900115,0.597853,0.364687,0.385512,0.331032,0.383091,0.374956,0.284221,0.335810,0.327797,0.304904,0.039247,0.011279,0.033866,0.032935,0.038391,0.033301,0.025509,0.002776,0.004914,0.011332,0.015472,0.008549,0.017005,Positive
0.043829,0.040983,2.994914,0.103972,0.152897,0.266452,0.019523,0.060855,-29.520390,2.779862,-0.163366,-0.320362,-0.154608,0.182973,0.007198,-0.116596,-0.149848,-0.174027,-0.092659,0.077734,0.013098,0.016420,0.004805,0.021289,0.018703,0.048293,0.019720,0.027801,0.004164,0.005429,0.013626,0.017373,0.003062,0.024911,0.040334,0.043542,0.406766,0.042942,0.038913,0.344342,0.015822,0.057864,4.300448,1.068015,0.955362,0.481487,0.442911,0.411537,0.334791,0.328984,0.356228,0.341299,0.354044,0.297238,0.312552,0.027008,0.006373,0.026103,0.027853,0.049123,0.023692,0.028817,0.008533,0.005898,0.017104,0.023540,0.004943,0.011731,Positive
0.042000,0.028771,2.899045,0.101260,0.151383,0.188204,0.015766,0.052356,-31.010565,2.824465,-0.299416,-0.125134,-0.144783,0.225524,0.037832,-0.012557,0.052983,-0.024007,-0.099219,0.028736,0.010245,0.017269,0.007822,0.034733,0.019052,0.048370,0.012744,0.019819,0.003839,0.005461,0.011025,0.013760,0.005534,0.024324,0.037330,0.027820,0.437525,0.041153,0.042301,0.277483,0.008965,0.056681,4.395234,0.999402,0.742956,0.500688,0.492831,0.409987,0.352901,0.417963,0.332242,0.348736,0.358043,0.298296,0.321703,0.025557,0.013057,0.033206,0.027638,0.035225,0.017705,0.019983,0.006463,0.007288,0.011450,0.013546,0.008262,0.011248,Positive
0.036381,0.023879,2.939079,0.098226,0.153505,0.221626,0.022386,0.049962,-29.808078,2.818354,0.199172,-0.181739,-0.289334,0.162695,0.070431,0.070755,0.065423,0.067178,-0.011561,-0.001476,-0.204118,0.021891,0.006763,0.015753,0.007888,0.063171,0.005614,0.015332,0.002154,0.005634,0.019936,0.020722,0.008092,0.030457,0.038548,0.029902,0.399610,0.039146,0.036955,0.345972,0.019426,0.062961,3.571296,1.065679,0.658136,0.468883,0.445597,0.393164,0.285058,0.271192,0.277498,0.203366,0.296393,0.266048,0.295710,0.032650,0.011811,0.021945,0.013214,0.033867,0.008653,0.020450,0.005203,0.008223,0.025597,0.026508,0.014527,0.009245,Positive
0.049593,0.016615,2.788583,0.104773,0.151804,0.325325,0.019211,0.062747,-30.079797,2.759355,0.499798,-0.335252,-0.478252,0.243124,-0.044852,0.185481,0.060967,-0.013689,-0.040467,-0.130915,-0.131256,0.030736,0.012404,0.034040,0.015493,0.029101,0.009613,0.023777,0.002034,0.004053,0.016296,0.022991,0.008057,0.023793,0.044097,0.021853,0.495096,0.042123,0.039412,0.410663,0.013871,0.069406,3.852855,1.054915,0.786024,0.546786,0.490201,0.427295,0.324301,0.313725,0.306835,0.300400,0.323338,0.302137,0.294656,0.036441,0.017783,0.030242,0.020360,0.028955,0.016858,0.025839,0.003345,0.004547,0.019300,0.025121,0.008590,0.012637,Positive
0.046238,0.040714,2.953106,0.099000,0.140443,0.316841,0.022139,0.064372,-31.265664,2.502111,0.186521,-0.142315,-0.348122,0.183666,0.082692,0.202616,0.075740,0.062646,-0.084740,-0.096378,-0.139258,0.030342,0.008090,0.021404,0.014054,0.052413,0.004289,0.018027,0.001124,0.003393,0.009929,0.016874,0.010643,0.027382,0.047256,0.068152,0.353436,0.042983,0.030284,0.430728,0.019781,0.073882,3.936123,1.258110,0.667860,0.538012,0.497588,0.516402,0.343864,0.292093,0.301573,0.262147,0.274682,0.312480,0.269717,0.041340,0.014098,0.023646,0.018512,0.048092,0.006364,0.026423,0.001436,0.005234,0.016710,0.027112,0.018883,0.014606,Positive
0.041174,0.023610,2.898453,0.097914,0.155402,0.229105,0.020353,0.047464,-29.996684,2.994281,0.339922,-0.136707,-0.245640,0.245404,0.049529,0.106409,0.100942,0.074593,0.019784,-0.014704,-0.130753,0.021852,0.007837,0.035305,0.009928,0.046049,0.011239,0.035234,0.002652,0.006566,0.020036,0.019966,0.006230,0.027186,0.041939,0.029054,0.420849,0.035694,0.037824,0.375949,0.017954,0.060935,3.412307,0.847150,0.667415,0.524668,0.393367,0.357780,0.235977,0.232176,0.253960,0.209807,0.256279,0.259014,0.271441,0.030770,0.014560,0.031713,0.012797,0.036974,0.014806,0.027526,0.003744,0.008797,0.022027,0.022505,0.008234,0.011696,Positive
0.029356,0.027856,2.967240,0.096151,0.146608,0.209409,0.037785,0.049574,-28.416982,2.873503,0.348219,-0.227194,-0.294218,0.238850,0.023931,0.203850,0.084627,0.042194,-0.123079,-0.002932,-0.012718,0.016368,0.008283,0.010892,0.014063,0.078047,0.012410,0.024192,0.000776,0.004427,0.019163,0.013458,0.006746,0.033799,0.034845,0.046442,0.414610,0.051389,0.041230,0.348899,0.051442,0.071395,4.949750,1.161612,0.820757,0.477988,0.512302,0.404979,0.332201,0.339822,0.283146,0.312682,0.303829,0.295762,0.295131,0.024457,0.015146,0.012412,0.027116,0.060136,0.020106,0.034269,0.001605,0.007111,0.032273,0.019604,0.012393,0.011173,Positive
